Selected,loan_amnt,installment,grade,sub_grade,emp_length,home_ownership,annual_inc,verification_status,purpose,addr_state,open_acc,revol_bal,total_acc,application_type,default,term_m,int_rate_num,dti_clean,revol_util_clean,fico_mid,log_annual_inc,F_default,I_default,P_1,P_0,risk_band
0,27000,813.1,A,A1,5 years,MORTGAGE,455000,Source Verified,credit_card,TX,10,55637,33,Individual,0,36,5.32,7.11,79.8,727,13.028052698,0,0,0.0226677141,0.9773322859,Low
0,13200,442.16,C,C2,< 1 year,RENT,96000,Source Verified,debt_consolidation,OH,12,17237,13,Individual,0,36,12.59,13.8,54.2,662,11.47210347,0,0,0.2195807383,0.7804192617,Medium
0,9000,277.45,A,A3,10+ years,MORTGAGE,65000,Not Verified,home_improvement,CA,16,4328,32,Individual,0,36,6.89,11.6,19.1,707,11.082142549,0,0,0.0488875077,0.9511124923,Low
0,10500,328.5,A,A5,10+ years,MORTGAGE,60000,Source Verified,credit_card,VA,18,26749,40,Individual,0,36,7.89,22.96,64,672,11.002099841,0,0,0.0721751873,0.9278248127,Low
0,2400,78.83,B,B5,2 years,RENT,100000,Source Verified,medical,IL,32,11636,38,Individual,0,36,11.22,10.46,50.2,707,11.512925465,0,0,0.162140101,0.837859899,Medium
0,10000,332.1,C,C1,8 years,MORTGAGE,70000,Verified,other,NY,11,12798,13,Individual,0,36,11.99,16,50.4,667,11.156250521,0,0,0.1512021045,0.8487978955,Medium
0,4800,162.15,C,C3,10+ years,MORTGAGE,78000,Source Verified,car,TX,10,8893,23,Individual,0,36,13.18,17.26,48.1,662,11.264464106,0,0,0.1562161339,0.8437838661,Medium
0,21600,493.46,C,C3,8 years,MORTGAGE,64000,Verified,debt_consolidation,VT,20,23095,66,Individual,1,60,13.18,16.97,39.4,707,11.066638362,1,0,0.2430691267,0.7569308733,Medium
0,14000,446.31,B,B2,1 year,RENT,300000,Source Verified,debt_consolidation,CA,16,72776,43,Individual,0,36,9.17,17.19,89.3,672,12.611537754,0,0,0.1014333837,0.8985666163,Low
0,22000,716.51,B,B4,3 years,RENT,115000,Source Verified,credit_card,NC,7,15173,7,Individual,0,36,10.64,11.69,53.6,737,11.652687407,0,0,0.1056706906,0.8943293094,Low
0,12600,405.15,B,B3,5 years,OWN,30000,Source Verified,debt_consolidation,MI,12,5095,27,Individual,0,36,9.76,6.16,8,757,10.308952661,0,0,0.0762791125,0.9237208875,Low
0,5000,160.78,B,B3,4 years,MORTGAGE,15000,Source Verified,credit_card,PA,2,3547,4,Individual,0,36,9.76,26.16,95.9,712,9.6158054801,0,0,0.0918789815,0.9081210185,Low
0,35000,789.04,C,C2,10+ years,MORTGAGE,147000,Source Verified,debt_consolidation,NC,11,34019,27,Individual,1,60,12.59,20.59,43.4,707,11.898187866,1,0,0.2070194713,0.7929805287,Medium
0,12000,245.51,B,B1,4 years,OWN,71000,Not Verified,credit_card,VA,12,9296,56,Individual,0,60,8.38,16.26,19.9,722,11.170435156,0,0,0.1373729014,0.8626270986,Medium
0,5700,187.21,B,B5,< 1 year,RENT,65000,Verified,major_purchase,IN,18,2630,22,Individual,0,36,11.22,17.91,47.8,672,11.082142549,0,0,0.2138186423,0.7861813577,Medium
0,17000,546.63,B,B3,5 years,OWN,75000,Source Verified,debt_consolidation,CA,10,16528,16,Individual,0,36,9.76,29.33,76.9,682,11.225243393,0,0,0.1462172085,0.8537827915,Medium
0,4000,145.02,E,E1,< 1 year,RENT,10000,Source Verified,credit_card,FL,7,2597,8,Joint App,0,36,18.2,57.14,72.1,662,9.210340372,0,0,0.4108834893,0.5891165107,High
0,8000,257.24,B,B3,10+ years,RENT,42000,Not Verified,credit_card,NY,35,7860,58,Individual,1,36,9.76,13.2,30.1,682,10.645424897,1,0,0.1673150425,0.8326849575,Medium
0,6000,199.26,C,C1,2 years,RENT,34000,Source Verified,credit_card,MN,4,8555,4,Individual,0,36,11.99,8.68,81.5,672,10.434115804,0,0,0.1585166777,0.8414833223,Medium
0,10000,301.15,A,A1,1 year,RENT,64000,Source Verified,debt_consolidation,NV,15,21081,32,Individual,0,36,5.32,20.45,55.8,697,11.066638362,0,0,0.0644422527,0.9355577473,Low
0,7000,238.13,C,C4,1 year,RENT,25000,Source Verified,debt_consolidation,TX,11,4301,11,Individual,0,36,13.67,6.64,58.9,672,10.126631104,0,0,0.2190179066,0.7809820934,Medium
0,24000,750.86,A,A5,2 years,MORTGAGE,150000,Source Verified,debt_consolidation,ME,14,12254,33,Individual,0,36,7.89,18.34,53,702,11.918390573,0,0,0.0564188421,0.9435811579,Low
0,10000,334.97,C,C2,10+ years,MORTGAGE,55000,Verified,other,CA,7,3268,29,Individual,1,36,12.59,20.49,39.4,667,10.915088464,1,0,0.1475116849,0.8524883151,Medium
0,6000,206.47,C,C5,10+ years,MORTGAGE,88500,Source Verified,debt_consolidation,TX,5,4072,14,Individual,0,36,14.48,9.14,60.8,667,11.390757831,0,0,0.1516693964,0.8483306036,Medium
0,20000,619.93,A,A4,8 years,RENT,90000,Not Verified,debt_consolidation,FL,20,3302,76,Individual,0,36,7.26,19.65,3.5,737,11.407564949,0,0,0.0565993109,0.9434006891,Low
0,8000,255.04,B,B2,5 years,MORTGAGE,55000,Source Verified,credit_card,GA,6,7332,24,Individual,0,36,9.17,18.9,64.9,662,10.915088464,0,0,0.0992733203,0.9007266797,Low
0,5000,166.05,C,C1,10+ years,OWN,41600,Verified,debt_consolidation,NY,7,9116,12,Individual,0,36,11.99,28.16,74.7,662,10.635855446,0,0,0.2014665404,0.7985334596,Medium
0,16000,488.5,A,A2,10+ years,MORTGAGE,109000,Verified,debt_consolidation,OK,9,52579,14,Individual,0,36,6.24,33.03,99.8,712,11.599103161,0,0,0.0477289776,0.9522710224,Low
0,15000,492.65,B,B5,8 years,RENT,45000,Source Verified,debt_consolidation,GA,14,11498,28,Individual,0,36,11.22,21.24,50.9,672,10.714417769,0,0,0.1939868522,0.8060131478,Medium
0,7500,239.1,B,B2,4 years,MORTGAGE,50000,Source Verified,home_improvement,CA,6,5034,27,Individual,0,36,9.17,4.72,39.6,662,10.819778284,0,0,0.0831666809,0.9168333191,Low
0,12000,405.37,C,C3,10+ years,RENT,79655,Verified,credit_card,NY,15,17940,22,Individual,0,36,13.18,16.75,50.8,682,11.285460088,0,0,0.2214003707,0.7785996293,Medium
0,3600,123.89,C,C5,< 1 year,RENT,16800,Verified,credit_card,LA,13,3643,47,Individual,0,36,14.48,34.07,53.6,662,9.7291341654,0,0,0.3013073659,0.6986926341,High
0,16000,460.2,F,F3,5 years,RENT,40000,Verified,debt_consolidation,TN,7,2986,16,Individual,1,60,23.99,12,23.3,682,10.596634733,1,1,0.5708182298,0.4291817702,High
0,20000,637.58,B,B2,8 years,RENT,160000,Source Verified,credit_card,NY,4,13539,5,Individual,0,36,9.17,3.76,74.4,662,11.982929094,0,0,0.1125262517,0.8874737483,Low
0,6000,187.72,A,A5,10+ years,MORTGAGE,91915,Verified,credit_card,PA,13,12904,23,Individual,0,36,7.89,13.6,58.7,692,11.428619516,0,0,0.0560032136,0.9439967864,Low
0,5000,166.05,C,C1,3 years,MORTGAGE,108500,Verified,small_business,TX,10,8400,36,Individual,0,36,11.99,17.33,58.7,662,11.594505452,0,0,0.1544193869,0.8455806131,Medium
0,10000,328.43,B,B5,10+ years,MORTGAGE,50000,Verified,debt_consolidation,NM,7,791,31,Individual,0,36,11.22,18.88,43.9,702,10.819778284,0,0,0.1007643018,0.8992356982,Low
0,8000,247.97,A,A4,6 years,RENT,38000,Source Verified,debt_consolidation,CO,13,4097,16,Individual,0,36,7.26,10.42,27.5,692,10.545341439,0,0,0.080257113,0.919742887,Low
0,2525,88.04,D,D1,8 years,MORTGAGE,48000,Not Verified,debt_consolidation,PA,4,504,10,Individual,0,36,15.41,17.83,26.5,677,10.77895629,0,0,0.1710852348,0.8289147652,Medium
0,25000,528.23,B,B3,7 years,RENT,125000,Source Verified,debt_consolidation,CA,23,8280,53,Individual,1,60,9.76,23.76,12.3,762,11.736069016,1,0,0.1903188647,0.8096811353,Medium
0,18000,443.01,D,D2,10+ years,MORTGAGE,60000,Not Verified,debt_consolidation,WI,18,29035,49,Individual,0,60,16.55,35.72,65.2,697,11.002099841,0,0,0.3789953915,0.6210046085,High
0,16550,563,C,C4,3 years,RENT,47000,Verified,debt_consolidation,ND,7,9169,11,Individual,0,36,13.67,14.71,59.9,692,10.757902881,0,0,0.2093060643,0.7906939357,Medium
0,29750,922.14,A,A4,7 years,RENT,100000,Verified,debt_consolidation,CA,19,30387,37,Individual,0,36,7.26,17.23,48.5,717,11.512925465,0,0,0.071772534,0.928227466,Low
0,10000,309.97,A,A4,5 years,MORTGAGE,45000,Verified,debt_consolidation,FL,17,5650,27,Individual,0,36,7.26,23.28,11,752,10.714417769,0,0,0.0545607778,0.9454392222,Low
0,28000,672.16,D,D1,10+ years,RENT,65000,Verified,debt_consolidation,MA,14,13429,32,Individual,0,60,15.41,17.6,35,702,11.082142549,0,0,0.3801614566,0.6198385434,High
0,8000,265.68,C,C1,10+ years,RENT,40000,Not Verified,credit_card,MN,6,10498,21,Individual,0,36,11.99,10.41,55.3,682,10.596634733,0,0,0.1440014765,0.8559985235,Medium
0,24000,781.65,B,B4,10+ years,MORTGAGE,100500,Source Verified,debt_consolidation,TN,13,8390,31,Individual,0,36,10.64,17.67,40,742,11.517913006,0,0,0.087184514,0.912815486,Low
0,18850,480.72,E,E1,< 1 year,RENT,120000,Source Verified,debt_consolidation,GA,10,10569,17,Individual,1,60,18.2,12.74,70.5,682,11.695247022,1,0,0.4449403408,0.5550596592,High
0,35000,739.53,B,B3,10+ years,MORTGAGE,145000,Verified,debt_consolidation,VA,19,56742,54,Individual,0,60,9.76,23.76,59,712,11.884489021,0,0,0.1318654502,0.8681345498,Medium
0,5600,183.93,B,B5,< 1 year,RENT,60000,Verified,debt_consolidation,TX,4,5137,5,Individual,1,36,11.22,11.22,100,712,11.002099841,1,0,0.1115393336,0.8884606664,Low
0,24000,750.86,A,A5,5 years,MORTGAGE,66000,Source Verified,other,MI,23,15632,40,Individual,0,36,7.89,20.13,29.2,737,11.097410021,0,0,0.057732085,0.942267915,Low
0,28000,658.5,C,C5,< 1 year,MORTGAGE,100000,Not Verified,home_improvement,MI,13,9384,22,Individual,0,60,14.48,10.78,59.8,707,11.512925465,0,0,0.2576043305,0.7423956695,Medium
0,24000,722.76,A,A1,< 1 year,MORTGAGE,130000,Not Verified,credit_card,MA,16,41322,23,Individual,0,36,5.32,13.55,31.8,767,11.775289729,0,0,0.0267793602,0.9732206398,Low
0,30000,942.59,B,B1,10+ years,RENT,99500,Source Verified,debt_consolidation,NJ,14,10036,39,Individual,0,36,8.18,23.11,32.1,747,11.507912923,0,0,0.0961099911,0.9038900089,Low
0,20000,637.58,B,B2,10+ years,RENT,84000,Source Verified,debt_consolidation,CA,13,7235,32,Individual,0,36,9.17,7.56,39.1,672,11.338572078,0,0,0.1243690653,0.8756309347,Medium
0,15000,464.95,A,A4,7 years,MORTGAGE,99900,Not Verified,debt_consolidation,NJ,16,12432,36,Individual,0,36,7.26,23.08,39.2,707,11.511924965,0,0,0.052581712,0.947418288,Low
0,2500,84.46,C,C3,10+ years,MORTGAGE,55000,Verified,major_purchase,MO,8,22394,24,Individual,0,36,13.18,13.83,94.9,667,10.915088464,0,0,0.1450091135,0.8549908865,Medium
0,15000,494.57,B,B5,10+ years,MORTGAGE,52000,Source Verified,debt_consolidation,AZ,14,11381,24,Individual,0,36,11.49,33.69,44.6,692,10.858998998,0,0,0.1629234809,0.8370765191,Medium
0,20000,675.62,C,C3,10+ years,MORTGAGE,61992,Source Verified,credit_card,TN,17,18752,37,Individual,0,36,13.18,28.88,95.2,687,11.034760623,0,0,0.1891774338,0.8108225662,Medium
0,4225,152.45,D,D5,10+ years,MORTGAGE,65000,Source Verified,debt_consolidation,NC,10,1821,19,Individual,0,36,17.86,12.04,60.7,682,11.082142549,0,0,0.2032408143,0.7967591857,Medium
0,16000,351.81,B,B5,10+ years,MORTGAGE,110000,Source Verified,debt_consolidation,NY,13,9248,30,Individual,1,60,11.49,9.42,33.6,667,11.608235645,1,0,0.2262402857,0.7737597143,Medium
0,9500,294.47,A,A4,10+ years,RENT,48900,Not Verified,debt_consolidation,NV,15,5745,29,Individual,0,36,7.26,24.53,34.2,737,10.797532675,0,0,0.0673416865,0.9326583135,Low
0,19200,595.13,A,A4,10+ years,MORTGAGE,125000,Source Verified,other,FL,17,15008,27,Individual,1,36,7.26,14.39,23.4,767,11.736069016,1,0,0.0361078736,0.9638921264,Low
0,3600,112.63,A,A5,< 1 year,MORTGAGE,108000,Not Verified,other,CA,13,7702,36,Individual,0,36,7.89,13.94,19.4,717,11.589886506,0,0,0.0398281187,0.9601718813,Low
0,25000,818.35,B,B4,7 years,MORTGAGE,80000,Verified,debt_consolidation,IL,10,22920,17,Individual,0,36,10.99,14.7,36.6,702,11.289781914,0,0,0.1074009199,0.8925990801,Low
0,20100,471.14,C,C5,10+ years,MORTGAGE,44674,Verified,credit_card,WI,20,16775,31,Individual,0,60,14.33,23.43,45,697,10.707146956,0,0,0.3627173502,0.6372826498,High
0,18000,461.9,E,E2,7 years,MORTGAGE,250000,Source Verified,debt_consolidation,RI,33,18444,56,Individual,0,60,18.49,11.45,49,667,12.429216197,0,0,0.4413775,0.5586225,High
0,26000,688.7,E,E4,7 years,RENT,92000,Source Verified,credit_card,VT,9,25347,32,Individual,0,60,19.99,19.59,65.2,677,11.429543856,0,0,0.4851865219,0.5148134781,High
0,12000,366.37,A,A2,1 year,RENT,63000,Not Verified,credit_card,CT,12,11269,14,Individual,0,36,6.24,23.6,72.7,707,11.050890005,0,0,0.0697929381,0.9302070619,Low
0,11500,244.29,B,B3,10+ years,MORTGAGE,45109.56,Not Verified,credit_card,TX,8,39061,15,Individual,0,60,9.99,20.19,61.4,747,10.716849476,0,0,0.1351188155,0.8648811845,Medium
0,29000,713.73,D,D2,6 years,RENT,97000,Source Verified,debt_consolidation,DC,11,26010,34,Individual,0,60,16.55,13.73,89.4,697,11.482466257,0,0,0.3483041164,0.6516958836,High
0,6925,245.35,D,D2,5 years,MORTGAGE,80000,Verified,credit_card,MD,10,5637,16,Individual,1,36,16.55,17.75,41,662,11.289781914,1,0,0.2337200205,0.7662799795,Medium
0,10000,314.2,B,B1,1 year,RENT,70000,Source Verified,credit_card,AZ,8,8147,26,Individual,0,36,8.18,11.69,79.9,667,11.156250521,0,0,0.1065810847,0.8934189153,Low
0,9575,313.43,B,B4,10+ years,MORTGAGE,32000,Source Verified,other,ME,6,3772,19,Individual,0,36,10.99,14.97,45.4,702,10.373491182,0,0,0.0902227261,0.9097772739,Low
0,5375,193.95,D,D5,1 year,RENT,40000,Not Verified,debt_consolidation,AZ,9,2020,26,Individual,0,36,17.86,27.45,38,667,10.596634733,0,0,0.325963315,0.674036685,High
0,7000,230.8,B,B5,10+ years,OWN,70000,Verified,vacation,FL,5,510,13,Individual,0,36,11.49,2.19,2.4,712,11.156250521,0,0,0.0853929004,0.9146070996,Low
0,15300,376.56,D,D2,2 years,RENT,48000,Not Verified,credit_card,FL,5,15673,12,Individual,1,60,16.55,13.28,62.9,677,10.77895629,1,0,0.3924554207,0.6075445793,High
0,30000,1046,D,D1,10+ years,MORTGAGE,80000,Verified,debt_consolidation,NJ,8,19130,31,Individual,0,36,15.41,25.71,71.6,662,11.289781914,0,0,0.2348667122,0.7651332878,Medium
0,10000,308.27,A,A3,7 years,MORTGAGE,64000,Not Verified,debt_consolidation,AL,30,16000,53,Individual,0,36,6.89,27.55,20.6,767,11.066638362,0,0,0.0478224216,0.9521775784,Low
0,6000,184.97,A,A3,2 years,MORTGAGE,42000,Verified,credit_card,MN,4,6553,13,Individual,0,36,6.89,11.54,57,762,10.645424897,0,0,0.0289885087,0.9710114913,Low
0,16000,500.58,A,A5,4 years,RENT,260000,Source Verified,credit_card,CA,9,15547,23,Individual,0,36,7.89,10.14,48.7,702,12.46843691,0,0,0.0607540469,0.9392459531,Low
0,12000,281.28,C,C5,10+ years,MORTGAGE,65000,Verified,debt_consolidation,NJ,13,11056,21,Individual,1,60,14.33,13.29,23,702,11.082142549,1,0,0.3121248862,0.6878751138,High
0,10000,329.72,B,B5,10+ years,RENT,51500,Verified,debt_consolidation,IL,10,7484,28,Individual,0,36,11.49,31.32,48,672,10.849337087,0,0,0.2037026276,0.7962973724,Medium
0,14000,311.78,C,C1,10+ years,MORTGAGE,76000,Not Verified,debt_consolidation,CA,11,43285,25,Individual,0,60,12.05,21.95,94.3,707,11.238488619,0,0,0.2065124332,0.7934875668,Medium
0,7200,237.4,B,B5,2 years,RENT,25000,Verified,credit_card,FL,6,5083,8,Individual,0,36,11.49,17.47,65.2,667,10.126631104,0,0,0.1743345876,0.8256654124,Medium
0,8125,283.29,D,D1,2 years,RENT,28800,Not Verified,major_purchase,VA,10,2924,12,Individual,0,36,15.41,9.46,44,682,10.268130666,0,0,0.233856069,0.766143931,Medium
0,16800,505.93,A,A1,10+ years,MORTGAGE,125000,Not Verified,debt_consolidation,PA,20,10733,45,Individual,0,36,5.32,11.74,12.8,802,11.736069016,0,0,0.0217833279,0.9782166721,Low
0,12800,439.53,C,C5,1 year,RENT,32000,Verified,debt_consolidation,MS,9,11531,26,Individual,0,36,14.33,27.91,56.2,702,10.373491182,0,0,0.2440726003,0.7559273997,Medium
0,9000,286.92,B,B2,1 year,MORTGAGE,45000,Source Verified,credit_card,IL,6,10549,22,Individual,0,36,9.17,9.01,54.1,662,10.714417769,0,0,0.0882905228,0.9117094772,Low
0,26000,663.07,E,E1,10+ years,MORTGAGE,94000,Verified,debt_consolidation,UT,11,24540,36,Individual,1,60,18.2,18.26,77,687,11.451050061,1,0,0.3401423396,0.6598576604,High
0,10000,332.39,C,C1,4 years,MORTGAGE,45000,Source Verified,debt_consolidation,OK,11,4933,15,Individual,0,36,12.05,19.31,53.6,687,10.714417769,0,0,0.1516457099,0.8483542901,Medium
0,6000,184.97,A,A3,9 years,MORTGAGE,52000,Not Verified,home_improvement,IL,8,7553,14,Individual,0,36,6.89,19.18,79.5,717,10.858998998,0,0,0.0469835672,0.9530164328,Low
0,6500,217.73,C,C2,1 year,MORTGAGE,42500,Verified,credit_card,LA,6,10540,8,Individual,0,36,12.59,27.56,98.5,672,10.657259355,0,0,0.174064894,0.825935106,Medium
0,3000,96.79,B,B3,5 years,RENT,30000,Not Verified,credit_card,CA,12,4041,15,Individual,0,36,9.99,17.16,19,712,10.308952661,0,0,0.1276549598,0.8723450402,Medium
0,8825,303.04,C,C5,5 years,RENT,36000,Source Verified,debt_consolidation,ND,5,4305,15,Individual,0,36,14.33,19.97,76.9,667,10.491274217,0,0,0.2415619034,0.7584380966,Medium
0,5200,162.69,A,A5,10+ years,MORTGAGE,150000,Source Verified,medical,IL,11,20427,36,Individual,0,36,7.89,14.24,62.3,757,11.918390573,0,0,0.0321097153,0.9678902847,Low
0,10000,314.2,B,B1,10+ years,MORTGAGE,48000,Source Verified,credit_card,GA,12,12202,22,Individual,0,36,8.18,29.73,67.8,697,10.77895629,0,0,0.0990535683,0.9009464317,Low
0,9600,329.65,C,C5,< 1 year,RENT,25000,Verified,debt_consolidation,WA,7,3657,14,Joint App,0,36,14.33,46.28,58,662,10.126631104,0,0,0.3039789155,0.6960210845,High
0,5000,170.09,C,C4,5 years,MORTGAGE,43000,Verified,other,VA,12,8332,15,Individual,0,36,13.67,15.27,40.8,662,10.668955395,0,0,0.180960771,0.819039229,Medium
0,7000,225.84,B,B3,6 years,RENT,80000,Verified,debt_consolidation,TN,10,27277,25,Individual,1,36,9.99,26.33,98.1,692,11.289781914,1,0,0.1296730867,0.8703269133,Medium
0,10000,314.2,B,B1,7 years,RENT,35000,Source Verified,debt_consolidation,WY,10,8417,38,Individual,0,36,8.18,10.87,38.1,672,10.46310334,0,0,0.1037525679,0.8962474321,Low
0,32750,1181.7,D,D5,10+ years,MORTGAGE,165000,Verified,debt_consolidation,CA,18,40262,33,Individual,0,36,17.86,33.07,65,682,12.013700753,0,0,0.3293336419,0.6706663581,High
0,15000,334.05,C,C1,10+ years,MORTGAGE,95000,Not Verified,debt_consolidation,PA,24,22392,43,Individual,1,60,12.05,14.86,45.3,712,11.461632171,1,0,0.2336886582,0.7663113418,Medium
0,15000,351.6,C,C5,3 years,MORTGAGE,55000,Verified,debt_consolidation,CA,15,19099,36,Individual,0,60,14.33,30.08,38.9,697,10.915088464,0,0,0.3571409672,0.6428590328,High
0,7500,245.51,B,B4,10+ years,MORTGAGE,95000,Source Verified,other,MI,26,23884,38,Individual,0,36,10.99,19.94,47.6,677,11.461632171,0,0,0.1331306826,0.8668693174,Medium
0,12000,301.93,D,D4,10+ years,MORTGAGE,45000,Source Verified,debt_consolidation,OH,9,9740,18,Individual,0,60,17.57,17.15,37.5,722,10.714417769,0,0,0.3494991793,0.6505008207,High
0,10000,359.38,D,D4,6 years,MORTGAGE,60000,Verified,debt_consolidation,OH,10,11542,13,Individual,1,36,17.57,14.59,62.4,662,11.002099841,1,0,0.2454829215,0.7545170785,Medium
0,12000,317.86,E,E4,3 years,RENT,80000,Verified,debt_consolidation,MT,23,18934,39,Individual,0,60,19.99,19.52,65.3,667,11.289781914,0,1,0.5939134725,0.4060865275,High
0,12000,250.1,B,B2,10+ years,RENT,52000,Not Verified,credit_card,RI,18,7867,29,Individual,1,60,9.17,11.75,12.1,752,10.858998998,1,0,0.1851058585,0.8148941415,Medium
0,8000,267.98,C,C2,< 1 year,OWN,106000,Verified,other,MD,4,18353,4,Individual,0,36,12.59,3.03,39.2,702,11.571194373,0,0,0.1096931989,0.8903068011,Low
0,18000,542.07,A,A1,2 years,MORTGAGE,125000,Not Verified,medical,KS,8,20866,19,Individual,0,36,5.32,15.38,52.6,727,11.736069016,0,0,0.0300789972,0.9699210028,Low
0,24000,722.76,A,A1,7 years,MORTGAGE,92000,Not Verified,debt_consolidation,AL,11,28215,39,Individual,0,36,5.32,18.63,44.7,727,11.429543856,0,0,0.0298956472,0.9701043528,Low
0,10000,329.72,B,B5,4 years,MORTGAGE,65000,Source Verified,debt_consolidation,NJ,21,11856,36,Individual,0,36,11.49,29.18,32,667,11.082142549,0,0,0.1791908824,0.8208091176,Medium
0,4000,141.72,D,D2,10+ years,RENT,60000,Source Verified,debt_consolidation,PA,6,4532,18,Individual,0,36,16.55,5.74,29.4,667,11.002099841,0,0,0.2241679161,0.7758320839,Medium
0,3600,119.66,C,C1,4 years,RENT,33000,Source Verified,debt_consolidation,CT,3,2007,5,Individual,0,36,12.05,15.05,66.9,727,10.40426284,0,0,0.132051975,0.867948025,Medium
0,20000,645.25,B,B3,10+ years,RENT,56000,Source Verified,debt_consolidation,OH,10,19562,15,Individual,0,36,9.99,13.5,58,682,10.93310697,0,0,0.1399676185,0.8600323815,Medium
0,10000,318.79,B,B2,5 years,RENT,36000,Not Verified,debt_consolidation,OH,7,10919,21,Individual,0,36,9.17,12.77,48,767,10.491274217,0,0,0.0676550889,0.9323449111,Low
0,20000,510.05,E,E1,10+ years,RENT,60000,Verified,credit_card,MS,11,30507,53,Individual,1,60,18.2,24.18,66.2,667,11.002099841,1,0,0.4565275294,0.5434724706,High
0,3500,117.24,C,C2,2 years,RENT,72000,Source Verified,debt_consolidation,FL,26,5523,29,Individual,1,36,12.59,18.54,31.9,667,11.184421398,1,0,0.2625448018,0.7374551982,Medium
0,4550,156.24,C,C5,2 years,RENT,26496,Source Verified,credit_card,DC,4,1021,7,Individual,1,36,14.33,22.6,56.7,662,10.184749057,1,0,0.2551379667,0.7448620333,Medium
0,8000,272.15,C,C4,2 years,OWN,55000,Verified,other,FL,11,12423,22,Individual,1,36,13.67,37.59,53.5,682,10.915088464,1,0,0.2290350067,0.7709649933,Medium
0,5000,159.4,B,B2,4 years,MORTGAGE,45000,Verified,debt_consolidation,MA,12,6555,14,Individual,0,36,9.17,12.53,53.3,667,10.714417769,0,0,0.1050841049,0.8949158951,Low
0,14000,451.68,B,B3,10+ years,MORTGAGE,59000,Not Verified,debt_consolidation,IN,6,11443,11,Individual,0,36,9.99,14.02,59,712,10.985292723,0,0,0.0761177957,0.9238822043,Low
0,35000,799.59,C,C3,2 years,OWN,180000,Source Verified,debt_consolidation,VA,12,74236,31,Individual,0,60,13.18,9.24,58.2,717,12.10071213,0,0,0.1742103232,0.8257896768,Medium
0,5000,163.67,B,B4,10+ years,MORTGAGE,80000,Verified,other,NV,9,5302,23,Individual,0,36,10.99,14.61,44.6,662,11.289781914,0,0,0.1085853878,0.8914146122,Low
0,11550,420.41,E,E2,3 years,MORTGAGE,42000,Verified,debt_consolidation,FL,10,4447,15,Individual,0,36,18.49,36.09,35,697,10.645424897,0,0,0.2956732,0.7043268,Medium
